"Word","POS","Sense","Lem","Stem","Frequency","Class","Notes"
"digital","JJ","digital.a.02","digital","digit", 33
"pay","NN","wage.n.01","pay","pay", 33
"use","VBP","use.v.06","use","use", 33
"essential","JJ","substantive.a.02","essential","essenti", 33
"critical","JJ","critical.a.02","critical","critic", 33
"resumes","NNS","curriculum_vitae.n.01","resume","resum", 33
"architecture","NNP","architecture.n.03","architecture","architectur", 33
"paas","NNP","None","paas","paa", 32
"brands","NNS","sword.n.01","brand","brand", 32
"palo","NNP","None","palo","palo", 32
"building","VBG","build.v.05","building","build", 32
"work","VBP","work.v.01","work","work", 32
"git","NN","rotter.n.01","git","git", 32
"operations","NNS","process.n.02","operation","oper", 32
"believe","VBP","believe.v.04","believe","believ", 32
"happy","JJ","happy.a.01","happy","happi", 32
"products","NNS","product.n.02","product","product", 32
"members","NNS","member.n.04","member","member", 32
"pregnancy","NN","pregnancy.n.01","pregnancy","pregnanc", 32
"recovery","NN","recovery.n.03","recovery","recoveri", 32
"delivery","NN","rescue.n.01","delivery","deliveri", 32
"leadership","NN","leadership.n.03","leadership","leadership", 32
"ecosystem","NN","ecosystem.n.01","ecosystem","ecosystem", 32
"mobile","NNP","mobile.n.02","mobile","mobil", 32
"search","NN","search.n.05","search","search", 32
"cloud","NN","cloud.n.03","cloud","cloud", 32
"world","NN","world.n.02","world","world", 32
"verify","VB","verify.v.03","verify","verifi", 32
"gap","NN","opening.n.01","gap","gap", 32
"solution","NN","solution.n.04","solution","solut", 32
"power","NN","world_power.n.01","power","power", 32
"learning","NNP","learning.n.01","learning","learn", 32
"accommodation","NN","accommodation.n.05","accommodation","accommod", 32
"debugging","NN","None","debugging","debug", 32
"since","IN","None","since","sinc", 32
"services","NNS","service.n.15","service","servic", 32
"recruitment","NN","recruitment.n.01","recruitment","recruit", 32
"generation","NN","generation.n.07","generation","gener", 32
"features","NNS","feature.n.02","feature","featur", 32
"product","NNP","intersection.n.04","product","product", 32
"manufacturing","NN","fabrication.n.03","manufacturing","manufactur", 32
"mateo","NNP","None","mateo","mateo", 32
"vision","NNP","vision.n.05","vision","vision", 32
"supporting","VBG","hold.v.10","supporting","support", 31
"global","NNP","None","global","global", 31
"postgresql","NNP","None","postgresql","postgresql", 31
"amazon","NNP","amazon.n.03","amazon","amazon", 31
"deployed","VBN","deploy.v.02","deployed","deploy", 31
"operate","VB","operate.v.03","operate","oper", 31
"city","NNP","city.n.03","city","citi", 31
"production","NN","production.n.07","production","product", 31
"source","NNP","reservoir.n.04","source","sourc", 31
"artifactory","NNP","None","artifactory","artifactori", 31
"specific","JJ","specific.a.04","specific","specif", 31
"version","NN","version.n.06","version","version", 31
"scaling","VBG","scale.v.03","scaling","scale", 31
"integrate","VB","desegregate.v.01","integrate","integr", 31
"workday","NNP","workday.n.02","workday","workday", 31
"understanding","NN","sympathy.n.01","understanding","understand", 31
"machine","NN","machine.n.05","machine","machin", 31
"manage","VB","wangle.v.01","manage","manag", 31
"learn","VB","teach.v.01","learn","learn", 31
"online","JJ","on-line.a.02","online","onlin", 31
"comprehensive","JJ","comprehensive.a.01","comprehensive","comprehens", 31
"investors","NNS","investor.n.01","investor","investor", 31
"provides","VBZ","provide.v.03","provides","provid", 31
"designs","NNS","invention.n.01","design","design", 31
"model","NN","model.n.09","model","model", 31
"proven","JJ","proved.a.01","proven","proven", 31
"systems","NNS","system.n.04","system","system", 31
"world-class","JJ","None","world-class","world-class", 31
"app","NNP","None","app","app", 31
"along","IN","along.r.05","along","along", 31
"site","NNP","web_site.n.01","site","site", 31
"deployment","NNP","deployment.n.01","deployment","deploy", 31
"5","CD","five.s.01","5","5", 31
"goal","NN","goal.n.01","goal","goal", 31
"***","NN","None","***","***", 31
"applicants","NNS","applicant.n.01","applicants","applic", 31
"executing","VBG","run.v.19","executing","execut", 31
"reviewing","VBG","review.v.05","reviewing","review", 31
"restful","JJ","restful.a.01","restful","rest", 31
"security","NNP","security_system.n.02","security","secur", 31
"successfully","RB","successfully.r.01","successfully","success", 31
"demonstrated","VBN","show.v.01","demonstrated","demonstr", 31
"inc.","NNP","None","inc.","inc.", 31
"services","NNS","service.n.04","service","servic", 31
"mentor","NN","mentor.n.01","mentor","mentor", 31
"citizenship","NN","citizenship.n.01","citizenship","citizenship", 31
"svn","NNP","None","svn","svn", 31
"job","NN","job.n.02","job","job", 31
"activities","NNS","natural_process.n.01","activity","activ", 31
"years","NNS","year.n.03","years","year", 31
"end-to-end","JJ","None","end-to-end","end-to-end", 31
"services","NNPS","servicing.n.01","services","servic", 30
"proactive","JJ","proactive.a.01","proactive","proactiv", 30
"hands","NNS","hired_hand.n.01","hands","hand", 30
"recent","JJ","None","recent","recent", 30
"needed","VBN","want.v.02","needed","need", 30
"deploy","NNP","None","deploy","deploy", 30
"detail","VB","detail.v.02","detail","detail", 30
"drive","JJ","None","drive","drive", 30
"programs","NNS","program.n.07","program","program", 30
"areas","NNS","sphere.n.01","area","area", 30
"communicate","VB","convey.v.03","communicate","commun", 30
"principles","NNS","rationale.n.01","principle","principl", 30
"ancestry","NN","lineage.n.01","ancestry","ancestri", 30
"seeking","VBG","try.v.01","seeking","seek", 30
"backed","VBN","back.v.10","backed","back", 30
"market","NN","marketplace.n.02","market","market", 30
"vendors","NNS","seller.n.01","vendor","vendor", 30
"resume","NNP","sketch.n.03","resume","resum", 30
"hired","VBN","hire.v.01","hired","hire", 30
"complete","VB","complete.v.05","complete","complet", 30
"networks","NNP","network.n.05","networks","network", 30
"storage","NNP","storehouse.n.01","storage","storag", 30
"achieve","VB","achieve.v.01","achieve","achiev", 30
"plans","NNS","plan.n.03","plan","plan", 30
"regard","NN","attentiveness.n.01","regard","regard", 30
"race","NN","race.n.03","race","race", 30
"24x7","CD","None","24x7","24x7", 30
"year","NN","year.n.03","year","year", 30
"join","VB","join.v.01","join","join", 30
"shell","NNP","carapace.n.01","shell","shell", 30
"metrics","NNS","prosody.n.03","metric","metric", 30
"staff","NN","staff.n.04","staff","staff", 30
"special","JJ","None","special","special", 30
"awesome","JJ","None","awesome","awesom", 30
"like","VB","like.v.05","like","like", 30
"response","NN","response.n.07","response","respons", 29
"manage","NNP","None","manage","manag", 29
"ops","NNP","ops.n.01","ops","op", 29
"use","VBP","use.v.04","use","use", 29
"long-term","JJ","None","long-term","long-term", 29
"gcp","NNP","None","gcp","gcp", 29
"ms","NNP","master_of_science.n.01","ms","ms", 29
"relic","NNP","relic.n.01","relic","relic", 29
"enhance","VB","enhance.v.02","enhance","enhanc", 29
"testing","VBG","test.v.06","testing","test", 29
"cd","NN","compact_disk.n.01","cd","cd", 29
"like","IN","like.a.02","like","like", 29
"thrive","VBP","thrive.v.02","thrive","thrive", 29
"improvements","NNS","improvement.n.03","improvement","improv", 29
"golang","NNP","None","golang","golang", 29
"ordinance","NNP","ordination.n.03","ordinance","ordin", 29
"company","NN","company.n.01","company","compani", 29
"level","NN","level.n.07","level","level", 29
"assistance","NN","aid.n.02","assistance","assist", 29
"founded","VBN","establish.v.08","founded","found", 29
"enterprise","NN","enterprise.n.02","enterprise","enterpris", 29
"know","VBP","know.v.09","know","know", 29
"terraform","NN","None","terraform","terraform", 29
"chance","NN","probability.n.01","chance","chanc", 29
"powershell","NNP","None","powershell","powershel", 29
"enterprise","NN","enterprise.n.01","enterprise","enterpris", 29
"receiving","VBG","receive.v.13","receiving","receiv", 29
"going","VBG","survive.v.01","going","go", 29
"apply","NN","None","apply","appli", 29
"u.s","NNP","None","u.s","u.", 29
"form","NN","form.n.08","form","form", 29
"utilities","NNP","utility.n.06","utilities","util", 29
"website","JJ","None","website","websit", 29
"hours","NNS","hours.n.01","hour","hour", 29
"guidance","NN","steering.n.02","guidance","guidanc", 29
"techniques","NNS","technique.n.01","technique","techniqu", 29
"building","NN","construction.n.07","building","build", 28
"content","NN","content.n.03","content","content", 28
"headquartered","VBN","headquarter.v.01","headquartered","headquart", 28
"place","NN","topographic_point.n.01","place","place", 28
"results","NNS","solution.n.02","result","result", 28
"faster","RBR","quicker.r.01","faster","faster", 28
"eeo","NNP","None","eeo","eeo", 28
"driving","VBG","tug.v.02","driving","drive", 28
"always","RB","always.r.01","always","alway", 28
"alerting","VBG","alarm.v.02","alerting","alert", 28
"impact","NN","impact.n.02","impact","impact", 28
"contribute","VB","contribute.v.02","contribute","contribut", 28
"room","NN","room.n.04","room","room", 28
"24","CD","twenty-four.n.01","24","24", 28
"ant","NNP","ant.n.01","ant","ant", 28
"become","VB","become.v.04","become","becom", 28
"things","NNS","things.n.01","thing","thing", 28
"catered","NNP","None","catered","cater", 28
"human","JJ","human.a.03","human","human", 28
"offer","VBP","propose.v.05","offer","offer", 28
"make","VB","name.v.03","make","make", 28
"mission","NN","mission.n.04","mission","mission", 28
"help","NN","assistant.n.01","help","help", 28
"coding","NN","cryptography.n.02","coding","code", 28
"cloudflare","NNP","None","cloudflare","cloudflar", 28
"3","CD","three.s.01","3","3", 28
"rancher","NNP","rancher.n.01","rancher","rancher", 28
"profitable","JJ","profitable.a.01","profitable","profit", 28
"willing","JJ","willing.a.01","willing","will", 28
"position","NN","military_position.n.01","position","posit", 28
"clicking","VBG","snap.v.10","clicking","click", 28
"jobid","NNP","None","jobid","jobid", 28
"linkedin","NN","None","linkedin","linkedin", 28
"right","NNP","right.n.02","right","right", 28
"compose","NNP","None","compose","compos", 28
"ucp","NNP","None","ucp","ucp", 28
"yum","NN","None","yum","yum", 28
"peer-reviewed","JJ","None","peer-reviewed","peer-review", 28
"elb","NNP","None","elb","elb", 28
"want","VBP","want.v.04","want","want", 28
"program","NN","program.n.08","program","program", 28
"detection","NN","signal_detection.n.01","detection","detect", 28
"research","NN","inquiry.n.01","research","research", 28
"patterns","NNS","traffic_pattern.n.01","pattern","pattern", 28
"tuning","VBG","tune.v.02","tuning","tune", 28
"managing","VBG","manage.v.02","managing","manag", 28
"integrations","NNS","integration.n.03","integration","integr", 28
"familiar","JJ","familiar.a.02","familiar","familiar", 28
"windows","NNP","windows.n.01","windows","window", 28
"degree","NNP","degree.n.07","degree","degre", 28
"phd","NNP","ph.d..n.01","phd","phd", 28
"exposure","NN","exposure.n.09","exposure","exposur", 28
"skills","NNS","skill.n.01","skill","skill", 28
"active","JJ","active.a.09","active","activ", 28
"common","JJ","common.a.02","common","common", 27
"performing","VBG","perform.v.03","performing","perform", 27
"apache","NNP","apache.n.01","apache","apach", 27
"automate","NN","None","automate","autom", 27
"marketing","NN","marketing.n.02","marketing","market", 27
"scripts","NNS","script.n.01","script","script", 27
"join","NNP","union.n.08","join","join", 27
"programming","VBG","program.v.02","programming","program", 27
"logging","NN","logging.n.01","logging","log", 27
"write","NNP","None","write","write", 27
"risk","NN","risk.n.04","risk","risk", 27
"tomcat","NNP","tom.n.02","tomcat","tomcat", 27
"please","NN","None","please","pleas", 27
"organizations","NNS","organization.n.04","organization","organ", 27
"preferred","NNP","None","preferred","prefer", 27
"like","IN","like.n.02","like","like", 27
"policy","NN","policy.n.03","policy","polici", 27
"something","NN","None","something","someth", 27
"sf","NNP","None","sf","sf", 27
"sensor","NN","detector.n.01","sensor","sensor", 27
"3d","CD","three-d.n.02","3d","3d", 27
"compute","NN","None","compute","comput", 27
"goals","NNS","goal.n.01","goal","goal", 27
"excited","VBN","stimulate.v.03","excited","excit", 27
"mission","NN","mission.n.01","mission","mission", 27
"national","JJ","national.a.03","national","nation", 27
"resolve","VB","resolve.v.06","resolve","resolv", 27
"cybercoders.com","NNP","None","cybercoders.com","cybercoders.com", 27
"long-","JJ","None","long-","long-", 27
"rang","NN","None","rang","rang", 27
"bridges","VB","bridge.v.01","bridge","bridg", 27
"images","NNP","trope.n.01","images","imag", 27
"jekyll","NNP","None","jekyll","jekyl", 27
"ssh-agent","JJ","None","ssh-agent","ssh-agent", 27
"tar","NN","pitch.n.06","tar","tar", 27
"wget","NN","None","wget","wget", 27
"apt","NN","None","apt","apt", 27
"curl","NN","curl.n.02","curl","curl", 27
"opcode","NN","None","opcode","opcod", 27
"reverse-proxy","JJ","None","reverse-proxy","reverse-proxi", 27
"object","VBP","object.v.02","object","object", 27
"direct","JJ","lineal.a.01","direct","direct", 27
"manage","VB","oversee.v.01","manage","manag", 27
"group","NNP","group.n.03","group","group", 27
"love","VB","love.v.03","love","love", 27
"sunnyvale","NNP","None","sunnyvale","sunnyval", 27
"creativity","NN","creativity.n.01","creativity","creativ", 27
"motivated","JJ","motivated.a.01","motivated","motiv", 27
"services","NNS","serve.n.01","service","servic", 27
"clara","NNP","None","clara","clara", 27
"helps","VBZ","help.v.06","help","help", 27
"creating","VBG","make.v.03","creating","creat", 27
"company","NN","company.n.09","company","compani", 27
"technical","NNP","technical_foul.n.01","technical","technic", 27
"fees","NNS","fee.n.01","fee","fee", 27
"seeking","VBG","seek.v.04","seeking","seek", 27
"life","NNP","liveliness.n.02","life","life", 27
"engineers","NNS","engineer.n.02","engineers","engin", 27
"r","NNP","gas_constant.n.01","r","r", 27
"criminal","JJ","None","criminal","crimin", 27
"linkedin","NNP","None","linkedin","linkedin", 27
"different","JJ","different.a.01","different","differ", 27
"growing","VBG","grow.v.10","growing","grow", 27
"areas","NNS","area.n.06","area","area", 27
"client","NN","client.n.01","client","client", 26
"side","NN","english.n.04","side","side", 26
"infrastructures","NNS","infrastructure.n.02","infrastructure","infrastructur", 26
"scale","NN","scale.n.07","scale","scale", 26
"fast","RB","fast.r.01","fast","fast", 26
"rotation","NN","rotation.n.02","rotation","rotat", 26
"gym","NN","gymnasium.n.02","gym","gym", 26
"project","NNP","undertaking.n.01","project","project", 26
"stability","NN","stability.n.01","stability","stabil", 26
"managing","VBG","oversee.v.01","managing","manag", 26
"managing","VBG","pull_off.v.03","managing","manag", 26
"care","NN","care.n.01","care","care", 26
"real","JJ","real.a.06","real","real", 26
"testing","NN","testing.n.02","testing","test", 26
"efficiency","NN","efficiency.n.01","efficiency","effici", 26
"optimizing","VBG","optimize.v.03","optimizing","optim", 26
"make","NNP","shuffle.n.01","make","make", 26
"lead","VB","run.v.23","lead","lead", 26
"reporting","NN","coverage.n.03","reporting","report", 26
"code","NN","code.n.02","code","code", 26
"gradle","NNP","None","gradle","gradl", 26
"configurations","NNS","shape.n.01","configuration","configur", 26
"standards","NNS","criterion.n.02","standard","standard", 26
"expanding","VBG","elaborate.v.01","expanding","expand", 26
"capable","JJ","capable.a.03","capable","capabl", 26
"vagrant","NNP","vagrant.n.01","vagrant","vagrant", 26
"retail","JJ","None","retail","retail", 26
"day-to-day","JJ","None","day-to-day","day-to-day", 26
"leveraging","VBG","leverage.v.02","leveraging","leverag", 26
"scale","NN","scale.n.10","scale","scale", 26
"methodologies","NNS","methodology.n.02","methodology","methodolog", 26
"well","RB","well.r.13","well","well", 26
"corporate","JJ","corporate.a.01","corporate","corpor", 26
"networks","NNS","network.n.02","network","network", 26
"vr","NNP","None","vr","vr", 26
"application","NNP","lotion.n.02","application","applic", 26
"configuring","VBG","configure.v.01","configuring","configur", 26
"full-time","JJ","full-time.a.01","full-time","full-tim", 26
"6","CD","six.s.01","6","6", 26
"unlimited","JJ","unlimited.a.01","unlimited","unlimit", 26
"resource","NN","resource.n.03","resource","resourc", 26
"leading","JJ","leading.a.03","leading","lead", 26
"quality","NN","quality.n.03","quality","qualiti", 26
"reports","NNS","report_card.n.01","report","report", 26
"innovation","NN","invention.n.01","innovation","innov", 26
"architect","NN","architect.n.01","architect","architect", 26
"annual","JJ","annual.a.01","annual","annual", 26
"taking","VBG","take.v.34","taking","take", 26
"vpc","NNP","None","vpc","vpc", 26
"engineering","VBG","mastermind.v.01","engineering","engin", 26
"customer","NNP","customer.n.01","customer","custom", 26
"paced","JJ","None","paced","pace", 26
"common","JJ","common.a.01","common","common", 26
"gce","NNP","None","gce","gce", 26
"electrical","NNP","None","electrical","electr", 26
"models","NNS","model.n.09","model","model", 26
"source","NN","source.n.07","source","sourc", 26
"race","NN","raceway.n.01","race","race", 26
"delivering","VBG","extradite.v.01","delivering","deliv", 26
"minimum","NNP","minimum.n.02","minimum","minimum", 26
"oath","NNP","oath.n.02","oath","oath", 26
"samsung","NNP","None","samsung","samsung", 26
"hana","NNP","None","hana","hana", 26
"gopro","NNP","None","gopro","gopro", 26
"upgrades","NNS","upgrade.n.06","upgrade","upgrad", 25
"logging","VBG","log.v.02","logging","log", 25
"candidates","NNS","campaigner.n.01","candidate","candid", 25
"expected","VBN","expect.v.05","expected","expect", 25
"database","NNP","database.n.01","database","databas", 25
"integration","NN","integration.n.01","integration","integr", 25
"remote","JJ","distant.a.02","remote","remot", 25
"evolving","VBG","evolve.v.02","evolving","evolv", 25
"extremely","RB","highly.r.01","extremely","extrem", 25
"care","NN","care.n.05","care","care", 25
"clinical","JJ","clinical.a.01","clinical","clinic", 25
"associated","VBN","consort.v.01","associated","associ", 25
"operating","VBG","operate_on.v.01","operating","oper", 25
"values","NNS","values.n.01","value","valu", 25
"monitor","VB","monitor.v.02","monitor","monitor", 25
"experts","NNS","expert.n.01","expert","expert", 25
"predictive","JJ","None","predictive","predict", 25
"improvement","NN","improvement.n.03","improvement","improv", 25
"passionate","VB","None","passionate","passion", 25
"server","NNP","server.n.03","server","server", 25
"summary","NNP","summary.n.01","summary","summari", 25
"rackspace","NNP","None","rackspace","rackspac", 25
"postgres","NNP","None","postgres","postgr", 25
"https","NN","hypertext_transfer_protocol.n.01","http","http", 25
"initiatives","NNS","first_step.n.01","initiative","initi", 25
"proactively","RB","None","proactively","proactiv", 25
"'d","MD","None","'d","'d", 25
"in-depth","JJ","None","in-depth","in-depth", 25
"stack","NN","stack.n.01","stack","stack", 25
"company","NNP","ship's_company.n.01","company","compani", 25
"integral","JJ","integral.a.03","integral","integr", 25
"help","NNP","assistant.n.01","help","help", 25
"us","NNP","uracil.n.01","us","us", 25
"resolve","VB","dissolve.v.02","resolve","resolv", 25
"includes","VBZ","include.v.03","includes","includ", 25
"schedule","NN","schedule.n.02","schedule","schedul", 25
"hands","NNS","hands.n.01","hand","hand", 25
"science","NN","science.n.01","science","scienc", 25
"events","NNS","event.n.03","event","event", 25
"drive","NN","driveway.n.01","drive","drive", 25
"define","VB","define.v.02","define","defin", 25
"third","JJ","None","third","third", 25
"suppliers","NNS","supplier.n.01","supplier","supplier", 25
"problem-solving","JJ","None","problem-solving","problem-solv", 24
"value","NN","value.n.05","value","valu", 24
"talented","VBN","None","talented","talent", 24
"platform","NN","platform.n.04","platform","platform", 24
"allows","VBZ","let.v.01","allows","allow", 24
"companies","NNS","party.n.03","company","compani", 24
"architect","VB","None","architect","architect", 24
"collection","NN","solicitation.n.02","collection","collect", 24
"uptime","JJ","None","uptime","uptim", 24
"understand","VBP","understand.v.01","understand","understand", 24
"healthy","JJ","healthy.a.01","healthy","healthi", 24
"leaders","NNS","drawing_card.n.02","leader","leader", 24
"architecture","NNP","computer_architecture.n.02","architecture","architectur", 24
"delivery","NNP","pitch.n.02","delivery","deliveri", 24
"shell","NN","shell.n.10","shell","shell", 24
"systems","NNPS","system.n.07","systems","system", 24
"religion","NN","religion.n.01","religion","religion", 24
"mobile","NN","mobile.n.03","mobile","mobil", 24
"networking","NNP","None","networking","network", 24
"equity","NN","equity.n.01","equity","equiti", 24
"chance","NNP","probability.n.01","chance","chanc", 24
"packages","NNS","software.n.01","package","packag", 24
"mental","JJ","mental.a.03","mental","mental", 24
"taking","VBG","take.v.29","taking","take", 24
"perform","VB","perform.v.02","perform","perform", 24
"provisioning","VBG","provision.v.01","provisioning","provis", 24
"junior","JJ","junior.a.01","junior","junior", 24
"personal","JJ","personal.a.01","personal","person", 24
"7+","CD","None","7+","7+", 24
"please","VB","please.v.01","please","pleas", 24
"executive","NN","executive.n.02","executive","execut", 24
"transform","VB","transform.v.06","transform","transform", 24
"energetic","JJ","energetic.a.01","energetic","energet", 24
"organization","NN","organization.n.05","organization","organ", 24
"issues","NNS","topic.n.02","issue","issu", 24
"business","NNP","occupation.n.01","business","busi", 24
"order","NN","order.n.07","order","order", 24
"disability","NNP","disability.n.01","disability","disabl", 24
"record","NN","record.n.03","record","record", 24
"holidays","NNS","vacation.n.01","holiday","holiday", 24
"possible","JJ","possible.a.01","possible","possibl", 24
"language","NN","linguistic_process.n.02","language","languag", 24
"roadmap","NN","None","roadmap","roadmap", 24
"hands","NNS","hired_hand.n.01","hand","hand", 24
"applying","VBG","use.v.01","applying","appli", 24
"important","JJ","significant.a.01","important","import", 24
"success","NN","achiever.n.01","success","success", 24
"get","VB","perplex.v.01","get","get", 24
"c","NNP","speed_of_light.n.01","c","c", 24
"minimum","NN","minimum.n.02","minimum","minimum", 24
"consul","NNP","consul.n.01","consul","consul", 24
"10+","CD","None","10+","10+", 24
"information","NNP","information.n.02","information","inform", 24
"anyone","NN","None","anyone","anyon", 24
"de","IN","delaware.n.04","de","de", 24
"secure","JJ","secure.a.03","secure","secur", 23
"packaging","NN","promotion.n.01","packaging","packag", 23
"increase","VB","increase.v.02","increase","increas", 23
"tools","NNP","tool.n.01","tools","tool", 23
"grafana","NNP","None","grafana","grafana", 23
"applications","NNS","application.n.02","application","applic", 23
"restful","NNP","None","restful","rest", 23
"based","VBN","base.v.02","based","base", 23
"decisions","NNS","decisiveness.n.01","decision","decis", 23
"outcomes","NNS","consequence.n.01","outcome","outcom", 23
"privacy","NN","privacy.n.02","privacy","privaci", 23
"security","NNP","security.n.04","security","secur", 23
"maintaining","VBG","sustain.v.04","maintaining","maintain", 23
"mind","NN","mind.n.01","mind","mind", 23
"presentation","NN","presentation.n.07","presentation","present", 23
"lambda","NNP","lambda.n.02","lambda","lambda", 23
"networks","NNS","network.n.05","network","network", 23
"3rd","CD","third.s.01","3rd","3rd", 23
"c","NNP","vitamin_c.n.01","c","c", 23
"direction","NN","guidance.n.01","direction","direct", 23
"gender","NN","sex.n.04","gender","gender", 23
"testing","NN","testing.n.01","testing","test", 23
"engine","NN","locomotive.n.01","engine","engin", 23
"debug","NN","None","debug","debug", 23
"future","NN","future.n.03","future","futur", 23
"understand","VB","understand.v.01","understand","understand", 23
"scripting","JJ","None","scripting","script", 23
"hdfs","NNP","None","hdfs","hdf", 23
"teamwork","NN","teamwork.n.01","teamwork","teamwork", 23
"early","JJ","early.a.05","early","earli", 23
"glassdoor","NNP","None","glassdoor","glassdoor", 23
"saltstack","NNP","None","saltstack","saltstack", 23
"digital","NNP","None","digital","digit", 23
"color","NN","color.n.08","color","color", 23
"move","VB","move.v.02","move","move", 23
"stocked","VBN","stock.v.06","stocked","stock", 23
"react","NNP","None","react","react", 23
"legal","JJ","legal.a.04","legal","legal", 23
"live","JJ","live.a.02","live","live", 23
"identifying","VBG","name.v.02","identifying","identifi", 23
"jobs","NNS","occupation.n.01","job","job", 23
"enable","JJ","None","enable","enabl", 23
"coverage","NN","coverage.n.01","coverage","coverag", 23
"director","NNP","director.n.03","director","director", 23
"enterprise","NNP","enterprise.n.03","enterprise","enterpris", 23
"focused","VBD","focus.v.02","focused","focus", 23
"support","NN","support.n.01","support","support", 23
"leader","NN","leader.n.01","leader","leader", 23
"efforts","NNS","attempt.n.01","effort","effort", 23
"include","VB","admit.v.03","include","includ", 23
"santa","NNP","santa_claus.n.01","santa","santa", 23
"communication","NN","communication.n.01","communication","commun", 23
"fully","RB","fully.r.01","fully","fulli", 23
"solutions","NNP","solution.n.05","solutions","solut", 23
"qualified","VBN","stipulate.v.01","qualified","qualifi", 23
"lives","NNS","life.n.03","life","live", 23
"incidents","NNS","incident.n.02","incident","incid", 23
"emerging","VBG","emerge.v.04","emerging","emerg", 23
"enjoy","VB","enjoy.v.01","enjoy","enjoy", 23
"improving","VBG","better.v.02","improving","improv", 23
"django","NNP","None","django","django", 23
"aws","NN","None","aws","aw", 23
"type","NN","type.n.06","type","type", 23
"communities","NNS","community.n.06","community","commun", 23
"hundreds","NNS","hundred.n.01","hundred","hundr", 23
"program","NN","program.n.07","program","program", 23
"excel","NNP","None","excel","excel", 23
"propose","VB","propose.v.05","propose","propos", 23
"plans","NNS","design.n.02","plan","plan", 23
"scaling","NN","scaling.n.02","scaling","scale", 22
"events","NNS","event.n.01","event","event", 22
"heart","NN","heart.n.10","heart","heart", 22
"salary","JJ","None","salary","salari", 22
"cd","NN","cadmium.n.01","cd","cd", 22
"around","IN","about.r.02","around","around", 22
"prior","NNP","prior.n.01","prior","prior", 22
"dynamodb","NNP","None","dynamodb","dynamodb", 22
"storage","NN","storehouse.n.01","storage","storag", 22
"access","NN","entree.n.02","access","access", 22
"helps","VBZ","serve.v.05","help","help", 22
"assist","VB","serve.v.10","assist","assist", 22
"even","RB","even.r.04","even","even", 22
"basis","NN","basis.n.03","basis","basi", 22
"fast","JJ","fast.a.02","fast","fast", 22
"custom","NN","customs.n.01","custom","custom", 22
"analyzing","VBG","analyze.v.01","analyzing","analyz", 22
"oracle","NNP","prophet.n.01","oracle","oracl", 22
"life","NN","liveliness.n.02","life","life", 22
"cutting-edge","NN","None","cutting-edge","cutting-edg", 22
"solution","NN","solution.n.01","solution","solut", 22
"shape","VB","shape.v.03","shape","shape", 22
"source","NN","reference.n.08","source","sourc", 22
"consulting","NN","None","consulting","consult", 22
"two","CD","deuce.n.04","two","two", 22
"active","JJ","active.a.11","active","activ", 22
"powerful","JJ","powerful.a.01","powerful","power", 22
"activities","NNS","activity.n.04","activity","activ", 22
"systems","NNS","system.n.06","system","system", 22
"leading","VBG","run.v.23","leading","lead", 22
"policies","NNS","policy.n.03","policy","polici", 22
"computing","NN","computer_science.n.01","computing","comput", 22
"cd","NNP","cadmium.n.01","cd","cd", 22
"career","NN","career.n.01","career","career", 22
"supports","VBZ","support.v.09","support","support", 22
"existing","VBG","exist.v.01","existing","exist", 22
"lead","VB","conduct.v.02","lead","lead", 22
"limited","JJ","limited.a.01","limited","limit", 22
"log","NN","log.n.05","log","log", 22
"production","NN","production.n.06","production","product", 22
"life","NN","life.n.03","life","life", 22
"operating","VBG","manoeuver.v.03","operating","oper", 22
"consistent","JJ","coherent.a.01","consistent","consist", 22
"db","NNP","dubnium.n.01","db","db", 22
"encryption","NN","encoding.n.01","encryption","encrypt", 22
"affirmative","JJ","affirmative.a.01","affirmative","affirm", 22
"anywhere","RB","anywhere.r.01","anywhere","anywher", 22
"start-up","JJ","None","start-up","start-up", 22
"build","VB","build.v.07","build","build", 22
"days","NNS","sidereal_day.n.01","day","day", 22
"travel","VB","travel.v.06","travel","travel", 22
"field","NN","sphere.n.01","field","field", 22
"media","NNS","medium.n.09","medium","media", 22
"usability","NN","serviceability.n.01","usability","usabl", 22
"feedback","NN","feedback.n.01","feedback","feedback", 22
"developer","NNP","developer.n.02","developer","develop", 22
"ios","JJ","None","ios","io", 22
"fpga","NNP","None","fpga","fpga", 22
"messaging","NN","messaging.n.01","messaging","messag", 22
"gems","VBZ","None","gem","gem", 22
"highest","JJS","high.a.04","highest","highest", 21
"front-end","JJ","None","front-end","front-end", 21
"stack","NN","push-down_list.n.01","stack","stack", 21
"america","NNP","united_states.n.01","america","america", 21
"alto","NNP","alto.n.04","alto","alto", 21
"level","NN","horizontal_surface.n.01","level","level", 21
"free","JJ","free.a.06","free","free", 21
"contact","VB","touch.v.05","contact","contact", 21
"oral","JJ","oral.a.04","oral","oral", 21
"establish","VB","prove.v.02","establish","establish", 21
"test","NNP","trial.n.02","test","test", 21
"kvm","NNP","None","kvm","kvm", 21
"fast","RB","fast.r.02","fast","fast", 21
"well-established","JJ","None","well-established","well-establish", 21
"collaboratively","RB","None","collaboratively","collabor", 21
"value","NN","value.n.06","value","valu", 21
"alerts","NNS","alert.n.02","alert","alert", 21
"important","JJ","crucial.a.01","important","import", 21
"ideas","NNS","theme.n.03","idea","idea", 21
"ambitious","JJ","ambitious.a.01","ambitious","ambiti", 21
